"","hospital","frequency","month","procedure","satis"
"218",2,1,2,0,3.99073791503906
"219",2,2,4,1,5.0143895149231
"220",2,2,3,0,2.81213784217834
"221",2,4,1,0,2.96534371376038
"222",2,4,4,1,3.45613408088684
"223",2,4,1,0,3.19979000091553
"224",2,1,1,0,3.39145421981812
"225",2,4,1,0,4.26458597183228
"226",2,1,4,1,4.42948055267334
"227",2,4,4,1,4.3703465461731
"228",2,4,4,1,4.81091165542603
"229",2,1,5,1,5.31714153289795
"230",2,3,3,0,2.37123942375183
"231",2,3,5,1,5.75875186920166
"232",2,4,5,1,5.2041482925415
"233",2,2,1,0,3.97440958023071
"234",2,1,6,1,3.55412197113037
"235",2,2,1,0,2.56040382385254
"236",2,3,5,1,4.74411153793335
"237",2,2,1,0,4.13212633132935
"238",2,2,1,0,2.67122077941895
"239",2,2,5,1,3.74961352348328
"240",2,4,3,0,3.08459115028381
"241",2,4,1,0,2.94916415214539
"242",2,3,6,1,3.57660913467407
"243",2,2,6,1,4.64156675338745
"244",2,1,1,0,3.90283870697021
"245",2,4,1,0,4.32689666748047
"246",2,1,3,0,3.97205233573914
"247",2,2,1,0,3.28779149055481
"248",2,3,1,0,2.54311060905457
"249",2,4,1,0,3.32917332649231
"250",2,4,5,1,5.31731986999512
"251",2,4,3,0,4.61527156829834
"252",2,4,5,1,3.55268168449402
"253",2,4,7,1,4.72920417785645
"254",2,4,1,0,2.92336654663086
"255",2,3,1,0,3.17192769050598
"256",2,3,3,0,3.66611981391907
"257",2,2,1,0,3.66713643074036
"258",2,4,1,0,4.81918334960938
"259",2,4,6,1,4.67195653915405
"260",2,4,6,1,4.97227382659912
"261",2,3,5,1,4.48649454116821
"262",2,1,3,0,4.5327205657959
"263",2,3,1,0,2.79771828651428
"264",2,4,3,0,3.42530202865601
"265",2,2,3,0,2.83529996871948
"266",2,2,3,0,3.72237133979797
"267",2,1,7,1,4.09568405151367
"268",2,4,6,1,4.56645202636719
"269",2,4,2,0,4.32187414169312
"270",2,3,1,0,2.88744258880615
"271",2,4,7,1,6.31648397445679
"272",2,4,7,1,5.23310708999634
"273",2,4,5,1,5.36435222625732
"274",2,3,6,1,4.71628999710083
"275",2,1,6,1,3.90256476402283
"276",2,4,1,0,3.95622301101685
"277",2,4,1,0,4.25805568695068
"278",2,1,1,0,4.40448665618896
"279",2,4,1,0,3.78232765197754
"280",2,4,5,1,4.53025150299072
"281",2,4,5,1,5.01009607315063
"282",2,1,5,1,3.99905300140381
"283",2,4,1,0,2.68541932106018
"284",2,4,5,1,5.43496656417847
"285",2,1,1,0,3.53461122512817
"286",2,3,6,1,5.53648662567139
"287",2,4,6,1,4.45992469787598
"288",2,2,6,1,3.34036827087402
"289",2,3,1,0,3.89889621734619
"290",2,4,1,0,4.49184513092041
"291",2,2,1,0,3.92839860916138
"292",2,2,5,1,4.44275093078613
"293",2,2,7,1,4.11106252670288
"294",2,3,1,0,3.02746868133545
"295",2,1,7,1,4.80326747894287
"296",2,2,7,1,5.10666418075562
"297",2,2,6,1,3.90337777137756
"298",2,2,5,1,4.59463596343994
"299",2,4,6,1,5.06720209121704
"300",2,2,5,1,3.72621917724609
"301",2,4,5,1,5.60829877853394
"302",2,2,1,0,3.39215421676636
"303",2,2,1,0,4.51614141464233
"304",2,4,7,1,4.80975770950317
"305",2,3,7,1,4.46554851531982
"306",2,1,5,1,4.96932935714722
"307",2,2,1,0,2.86138439178467
"308",2,4,2,0,3.00245451927185
"309",2,4,1,0,3.96333479881287
"310",2,1,2,0,3.67169308662415
"311",2,2,7,1,4.05631589889526
"312",2,4,2,0,3.91817116737366
"313",2,4,7,1,5.54807043075562
"314",2,2,6,1,4.61694526672363
"315",2,2,3,0,4.22698593139648
"316",2,4,1,0,3.83862829208374
"317",2,1,1,0,3.73995184898376
"318",2,4,1,0,2.68252873420715
"319",2,4,5,1,4.00296068191528
"320",2,3,5,1,3.34439730644226
"321",2,2,5,1,4.64873170852661
"322",2,4,3,0,4.11625385284424
"323",2,2,7,1,4.08260536193848
"324",2,1,3,0,3.3630096912384
"325",2,4,3,0,3.68686199188232
"326",2,2,2,0,4.26517057418823
"327",2,4,3,0,3.81263184547424
"328",2,4,3,0,3.75049114227295
"329",2,2,2,0,4.10858964920044
"330",2,1,4,1,3.6715681552887
"331",2,3,4,1,4.88754224777222
"332",2,2,2,0,3.18402910232544
"333",2,4,4,1,4.71183443069458
"334",2,4,2,0,3.23873376846313
"335",2,4,7,1,4.84467458724976
"336",2,1,6,1,4.54797792434692
"337",2,3,7,1,3.95747447013855
"338",2,3,1,0,3.1174623966217
"339",2,1,2,0,4.09670972824097
"340",2,4,7,1,3.62329816818237
"341",2,3,4,1,3.66573429107666
"342",2,2,4,1,3.50444316864014
"343",2,4,3,0,4.27887725830078
"344",2,4,1,0,3.17745423316956
"345",2,4,7,1,4.66029262542725
"346",2,4,4,1,4.68842935562134
"347",2,4,2,0,3.12125730514526
"348",2,3,2,0,3.0044322013855
"349",2,4,1,0,3.81813764572144
"350",2,2,2,0,4.06297779083252
"351",2,4,4,1,4.35299253463745
"352",2,4,2,0,3.91050791740417
"353",3,4,4,1,5.31531047821045
"354",3,1,4,1,4.59697580337524
"355",3,4,6,1,4.62205123901367
"356",3,2,6,1,5.33233976364136
"357",3,1,2,0,3.22414207458496
"358",3,2,1,0,3.31997656822205
"359",3,2,1,0,4.04318475723267
"360",3,2,1,0,3.41050720214844
"361",3,4,3,0,2.18330836296082
"362",3,4,4,1,5.35317277908325
"363",3,3,3,0,3.65260982513428
"364",3,1,5,1,4.59812307357788
"365",3,1,5,1,4.61409950256348
"366",3,1,2,0,2.93058824539185
"367",3,4,5,1,4.94915151596069
"368",3,1,6,1,3.56396961212158
"369",3,4,6,1,5.85418176651001
"370",3,1,2,0,3.80779933929443
"371",3,3,7,1,4.89737033843994
"372",3,2,6,1,4.07062339782715
"373",3,1,3,0,3.54414963722229
"374",3,3,1,0,2.41734004020691
"375",3,3,6,1,5.06971883773804
"376",3,2,2,0,3.11345744132996
"377",3,4,4,1,2.91501355171204
"378",3,4,1,0,3.23403811454773
"379",3,2,7,1,4.21487808227539
"380",3,3,7,1,5.09626770019531
"381",3,3,3,0,3.62505149841309
"382",3,4,3,0,3.34576606750488
"383",3,1,3,0,4.33019018173218
"384",3,4,1,0,3.79890847206116
"385",3,2,4,1,3.95910978317261
"386",3,4,5,1,6.25984668731689
"387",3,2,2,0,2.32181930541992
"388",3,1,2,0,4.8272066116333
"389",3,2,1,0,3.03665375709534
"390",3,1,2,0,4.52857112884521
"391",3,3,4,1,4.62292528152466
"392",3,2,4,1,4.46585988998413
"393",3,2,2,0,3.84763383865356
"394",3,4,1,0,2.05062198638916
"395",3,2,3,0,2.50121092796326
"396",3,1,6,1,4.62314748764038
"397",3,4,3,0,3.43480753898621
"398",3,3,4,1,4.60180234909058
"399",3,3,1,0,3.36195516586304
"400",3,1,4,1,4.66542482376099
"401",3,1,3,0,3.96651840209961
"402",3,2,1,0,4.71998405456543
"403",3,1,2,0,3.95354294776917
"404",3,1,7,1,3.89072918891907
"405",3,4,7,1,3.81297659873962
"406",3,3,2,0,4.23691415786743
"407",3,4,2,0,4.43120527267456
"408",3,2,5,1,4.77569913864136
"409",3,4,2,0,1.77971863746643
"410",3,3,6,1,4.53034973144531
"411",3,2,6,1,3.46869349479675
"412",3,1,7,1,3.47065734863281
"413",3,3,2,0,3.85549855232239
"414",3,2,3,0,3.6278772354126
"415",3,1,1,0,4.22186470031738
"416",3,1,7,1,5.37951326370239
"417",3,2,4,1,3.38857078552246
"418",3,2,2,0,2.50668716430664
"419",3,2,2,0,3.43600606918335
"420",3,2,4,1,4.58078479766846
"421",3,1,4,1,4.42800569534302
"422",3,2,6,1,3.41801738739014
"423",3,2,3,0,4.21856880187988
"424",3,1,4,1,5.82684373855591
"425",3,1,4,1,4.72617387771606
"426",3,1,1,0,4.66962480545044
"427",3,4,1,0,4.263099193573
"428",3,4,6,1,3.93123364448547
"429",3,1,5,1,4.5613579750061
"430",3,1,5,1,4.62431716918945
"431",3,2,6,1,4.17254304885864
"432",3,2,1,0,2.63506507873535
"433",3,4,1,0,2.20359349250793
"434",3,1,1,0,3.33157682418823
"435",3,2,1,0,3.80388236045837
"436",3,1,2,0,3.83063387870789
"437",3,1,1,0,4.66357517242432
"438",3,1,1,0,4.08392667770386
"439",3,2,3,0,3.65431761741638
"440",3,1,1,0,4.44209480285645
"441",3,4,5,1,4.50116491317749
"442",3,1,1,0,4.44628047943115
"443",3,1,7,1,5.52888011932373
"444",3,3,5,1,5.18773698806763
"445",3,4,1,0,4.82895946502686
"446",3,1,1,0,3.84752655029297
"447",3,4,6,1,4.86272621154785
"448",3,1,3,0,3.9192910194397
"449",3,1,1,0,2.84256100654602
"450",3,2,1,0,3.31625008583069
"451",3,1,5,1,3.74739527702332
"452",3,1,1,0,5.07165622711182
"453",3,1,6,1,4.82314348220825
"454",3,2,1,0,2.59787130355835
"455",3,3,5,1,4.98144149780273
"456",3,1,3,0,4.25502777099609
"457",3,1,7,1,4.5700798034668
"458",3,4,4,1,4.2560453414917
"459",3,3,1,0,3.65346360206604
"460",3,2,5,1,3.97011637687683
"461",3,4,7,1,6.11510038375854
"462",3,1,1,0,3.69336605072021
"463",3,4,7,1,4.56677484512329
"464",3,1,1,0,3.89184761047363
"465",3,1,3,0,3.93235635757446
"466",3,4,1,0,3.8166925907135
"467",3,2,7,1,3.13560152053833
"468",3,3,1,0,4.01458406448364
"469",3,3,1,0,3.65314698219299
"470",3,2,5,1,4.78102350234985
"471",3,1,1,0,2.97531390190125
"472",3,1,6,1,4.64775419235229
"473",3,1,6,1,5.01615571975708
"474",3,2,7,1,4.20218515396118
"475",3,3,3,0,3.30792665481567
"476",3,4,1,0,3.39742064476013
"477",3,2,4,1,3.66358113288879
"478",3,1,1,0,4.0653977394104
"479",3,4,5,1,4.91223478317261
"480",3,2,3,0,5.21442413330078
"481",3,1,7,1,4.89479923248291
"482",3,2,5,1,3.62724447250366
"483",3,4,3,0,4.03777265548706
"484",3,2,1,0,3.57788300514221
"485",3,1,6,1,4.9821891784668
"486",3,4,7,1,5.68349647521973
"487",3,1,5,1,4.35899019241333
"488",3,1,7,1,5.46141672134399
"489",3,4,2,0,3.47524881362915
"490",3,3,1,0,4.26387500762939
"491",3,3,5,1,5.81433820724487
"492",3,2,7,1,3.04469895362854
"493",3,1,6,1,4.10441112518311
"494",3,1,4,1,3.99166178703308
"495",3,3,4,1,4.92349243164062
"496",3,2,5,1,4.5516471862793
"497",3,3,6,1,4.04161310195923
"498",3,2,7,1,3.70834851264954
"499",3,1,5,1,5.29026746749878
"500",3,4,2,0,4.93933582305908
"501",3,1,3,0,4.76671934127808
"502",3,3,7,1,5.48763418197632
"503",3,3,2,0,3.44840741157532
"504",3,1,4,1,4.9969654083252
"505",4,1,5,1,4.24539089202881
"506",4,2,5,1,4.40225696563721
"507",4,2,1,0,4.47706317901611
"508",4,1,5,1,4.56344985961914
"509",4,4,1,0,3.04556679725647
"510",4,1,1,0,3.75458168983459
"511",4,4,6,1,4.29209470748901
"512",4,3,6,1,5.51054573059082
"513",4,1,5,1,2.81872510910034
"514",4,4,1,0,2.44003367424011
"515",4,4,7,1,3.58864426612854
"516",4,2,7,1,4.51828718185425
"517",4,1,7,1,3.99375438690186
"518",4,1,6,1,4.20572757720947
"519",4,4,5,1,4.93024730682373
"520",4,4,1,0,3.58246445655823
"521",4,1,5,1,4.23787879943848
"522",4,1,1,0,3.53356528282166
"523",4,4,6,1,5.61405420303345
"524",4,3,5,1,5.51086330413818
"525",4,2,1,0,3.53626751899719
"526",4,1,5,1,4.76456117630005
"527",4,2,1,0,2.3251690864563
"528",4,2,1,0,3.73309993743896
"529",4,2,5,1,4.08208322525024
"530",4,1,1,0,2.77098608016968
"531",4,1,7,1,3.69574570655823
"532",4,1,1,0,3.87168502807617
"533",4,3,4,1,4.28578042984009
"534",4,1,2,0,3.49957060813904
"535",4,1,1,0,3.61491250991821
"536",4,2,3,0,2.74004769325256
"537",4,1,2,0,3.73592829704285
"538",4,2,2,0,4.7034068107605
"539",4,4,7,1,4.65940284729004
"540",4,1,4,1,4.67542886734009
"541",4,2,3,0,3.12201404571533
"542",4,1,4,1,4.57790946960449
"543",4,2,7,1,3.08601260185242
"544",4,2,2,0,3.82750725746155
"545",4,4,4,1,4.49540519714355
"546",4,1,1,0,4.59343433380127
"547",4,2,1,0,4.83185338973999
"548",4,1,7,1,3.51031470298767
"549",4,2,7,1,4.75508642196655
"550",4,3,4,1,3.93580293655396
"551",4,3,1,0,3.11668705940247
"552",4,1,2,0,3.31496977806091
"553",4,2,4,1,3.28751945495605
"554",4,3,3,0,3.32184863090515
"555",4,1,4,1,4.56577062606812
"556",4,2,2,0,3.16337442398071
"557",4,1,3,0,4.28700733184814
"558",4,2,6,1,4.16623210906982
"559",4,1,4,1,4.17813205718994
"560",4,1,7,1,3.44478821754456
"561",4,1,4,1,3.7303204536438
"562",4,2,4,1,4.18334484100342
"563",4,1,5,1,3.32988119125366
"564",4,4,2,0,3.1588294506073
"565",4,1,1,0,3.67689085006714
"566",4,1,3,0,3.94367694854736
"567",4,2,6,1,3.86610722541809
"568",4,1,2,0,2.88300371170044
"569",4,1,2,0,2.66035890579224
"570",4,4,1,0,4.03501558303833
"571",4,2,4,1,3.29388356208801
"572",4,1,4,1,4.2983603477478
"573",4,1,6,1,3.76780891418457
"574",4,3,2,0,3.82909059524536
"575",4,1,3,0,4.40908050537109
"576",4,3,4,1,4.92305469512939
"577",4,1,2,0,2.62220549583435
"578",4,1,4,1,2.77672982215881
"579",4,2,2,0,3.24215865135193
"580",4,4,4,1,4.74121904373169
"581",4,1,6,1,3.82759165763855
"582",4,2,1,0,4.70935726165771
"583",4,3,5,1,3.48261857032776
"584",4,1,6,1,4.42086219787598
"585",4,1,3,0,2.67809796333313
"586",4,1,1,0,2.4323034286499
"587",4,3,1,0,3.59536480903625
"588",4,1,6,1,4.95627117156982
"589",4,2,5,1,4.50538015365601
"590",4,3,5,1,4.8664870262146
"591",4,1,5,1,4.30298328399658
"592",4,2,1,0,3.58507895469666
"593",4,1,5,1,3.45619893074036
"594",4,1,1,0,3.09229278564453
"595",4,4,3,0,3.35062074661255
"596",4,2,6,1,4.11263036727905
"597",4,1,1,0,4.72792339324951
"598",4,1,1,0,1.84147953987122
"599",4,1,3,0,4.01213550567627
"600",4,1,1,0,4.32427930831909
"601",4,1,1,0,2.7420015335083
"602",4,3,1,0,3.17448043823242
"603",4,4,5,1,4.20952701568604
"604",4,1,1,0,2.02782678604126
"605",4,2,1,0,4.26872825622559
"606",4,1,1,0,4.26133060455322
"607",4,1,5,1,3.39961218833923
"608",4,1,7,1,3.24376440048218
"609",4,2,5,1,3.04924583435059
"610",4,1,1,0,5.03779697418213
"611",4,2,1,0,4.32404136657715
"612",4,4,5,1,5.08876991271973
"613",4,1,1,0,3.59476256370544
"614",4,2,3,0,3.94650101661682
"615",4,1,6,1,4.41500568389893
"616",4,4,5,1,4.08040571212769
"617",4,2,1,0,3.95393252372742
"618",4,2,1,0,3.36588788032532
"619",4,1,6,1,3.97055554389954
"620",4,3,7,1,4.83921337127686
"621",4,1,1,0,2.9681978225708
"622",4,1,1,0,2.87067437171936
"623",4,4,7,1,4.33656930923462
"624",4,1,5,1,4.21692991256714
"625",4,4,7,1,5.22939395904541
"626",4,4,3,0,3.57719326019287
"627",4,4,1,0,3.15377569198608
"628",4,2,6,1,3.2358615398407
"629",4,1,3,0,3.83143424987793
"630",4,2,3,0,4.11325454711914
"631",4,1,7,1,3.95434951782227
"632",4,2,7,1,4.24011611938477
"633",4,1,7,1,5.15247201919556
"634",4,2,5,1,4.60628175735474
"635",4,2,5,1,3.61814451217651
"636",4,3,7,1,4.51774930953979
"637",4,3,1,0,3.148197889328
"638",4,1,7,1,4.61215448379517
"639",4,2,7,1,3.59765672683716
"640",4,4,6,1,4.39547538757324
"641",4,1,6,1,3.67003226280212
"642",4,1,6,1,4.18104076385498
"643",4,4,1,0,3.58924674987793
"644",4,1,6,1,3.55807971954346
"645",4,2,6,1,4.49636840820312
"646",4,2,7,1,3.64065217971802
"647",4,1,1,0,3.39299941062927
"648",4,1,1,0,3.88644194602966
"649",4,1,7,1,3.4779007434845
"650",4,1,3,0,3.29148364067078
"651",4,1,4,1,2.47596454620361
"652",4,4,2,0,4.21193695068359
"653",4,3,3,0,3.42777419090271
"654",4,4,1,0,3.22339248657227
"655",4,1,7,1,3.25227308273315
"656",4,4,6,1,4.52149105072021
"657",4,4,1,0,3.63043475151062
"658",4,1,3,0,2.51492357254028
"659",4,1,4,1,4.36327981948853
"660",4,3,6,1,4.22204351425171
"661",4,1,5,1,2.97427725791931
"662",4,1,3,0,3.71752738952637
"663",4,1,1,0,4.59323120117188
"664",4,1,2,0,3.11511087417603
"665",4,4,2,0,2.4975790977478
"666",4,4,3,0,2.25139212608337
"667",4,1,6,1,3.94577360153198
"668",4,2,1,0,2.89259123802185
"669",4,2,3,0,3.05925798416138
"670",4,3,7,1,4.1006383895874
"671",4,2,4,1,3.68945860862732
"672",4,1,3,0,3.47660446166992
"673",4,1,1,0,4.07336711883545
"674",4,1,4,1,2.70977473258972
"675",4,1,3,0,4.35321807861328
"676",4,3,1,0,3.7121422290802
"677",4,4,3,0,3.02445912361145
"678",4,1,6,1,3.04888582229614
"679",4,1,2,0,3.10177493095398
"680",4,1,2,0,4.31683969497681
"681",4,2,4,1,4.13540363311768
"682",4,2,6,1,3.70853853225708
"683",4,2,3,0,5.26128149032593
"684",4,4,4,1,4.53996753692627
"685",4,3,2,0,3.28719544410706
"686",4,1,2,0,4.18698692321777
"687",4,1,1,0,2.68777966499329
"688",4,1,2,0,3.54619431495667
"689",4,2,2,0,4.06311178207397
"690",4,3,6,1,3.11053395271301
"691",4,1,3,0,2.94205689430237
"692",4,4,4,1,5.40243196487427
"693",4,1,4,1,3.73586678504944
"694",4,3,3,0,3.14842414855957
"695",4,3,1,0,4.16418075561523
"696",4,4,2,0,4.50468587875366
"697",4,1,2,0,3.89322876930237
"698",4,2,4,1,4.20693254470825
"699",4,1,4,1,4.05088758468628
"700",4,2,2,0,3.3397216796875
"701",4,1,7,1,4.5734977722168
"702",4,1,7,1,4.56353187561035
"703",4,3,2,0,3.34086990356445
"704",4,1,5,1,4.61205005645752
"705",5,4,1,0,1.1538051366806
"706",5,4,7,1,4.54440975189209
"707",5,4,5,1,3.5019645690918
"708",5,4,5,1,4.28924798965454
"709",5,4,5,1,4.61568307876587
"710",5,4,5,1,3.52881526947021
"711",5,4,1,0,3.37124347686768
"712",5,2,5,1,3.65927338600159
"713",5,3,1,0,3.25999855995178
"714",5,4,1,0,3.25647568702698
"715",5,3,5,1,3.34981036186218
"716",5,1,1,0,1.96435177326202
"717",5,2,5,1,3.92114162445068
"718",5,3,5,1,4.08059167861938
"719",5,3,5,1,3.22105169296265
"720",5,4,5,1,4.35108709335327
"721",5,4,5,1,4.55482578277588
"722",5,2,5,1,3.46014857292175
"723",5,2,7,1,3.92494297027588
"724",5,4,1,0,2.54594326019287
"725",5,1,1,0,2.59363079071045
"726",5,3,7,1,4.21186351776123
"727",5,2,1,0,3.47025990486145
"728",5,4,1,0,2.73973536491394
"729",5,3,5,1,3.01802539825439
"730",5,1,5,1,3.05042767524719
"731",5,2,5,1,2.94605565071106
"732",5,4,1,0,4.13393974304199
"733",5,2,5,1,2.80326199531555
"734",5,2,1,0,3.56492209434509
